"Locus Tag","Gene Name","Product Description","Strain Name","Accession","GO Term","Namespace","GO Evidence Code","Evidence Ontology ECO Code","Evidence Ontology Term","Similar To \ Binds To","PMID"
"PP_0055","PP_0055","transcriptional regulator","Pseudomonas putida KT2440 (TIGR)","GO:0006355","regulation of transcription, DNA-templated","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00126","PMID:24451626"
"PP_0055","PP_0055","transcriptional regulator","Pseudomonas putida KT2440 (TIGR)","GO:0006355","regulation of DNA-templated transcription","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00126","PMID:24451626"
"PP_0056","betA-I","choline dehydrogenase","Pseudomonas putida KT2440 (TIGR)","GO:0016614","oxidoreductase activity, acting on CH-OH group of donors","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00732","PMID:24451626"
"PP_0056","betA-I","choline dehydrogenase","Pseudomonas putida KT2440 (TIGR)","GO:0050660","flavin adenine dinucleotide binding","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00732","PMID:24451626"
"PP_0057","PP_0057","major facilitator family transporter","Pseudomonas putida KT2440 (TIGR)","GO:0016020","membrane","cellular_component","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00083","PMID:24451626"
"PP_0057","PP_0057","major facilitator family transporter","Pseudomonas putida KT2440 (TIGR)","GO:0022857","transmembrane transporter activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00083","PMID:24451626"
"PP_0057","PP_0057","major facilitator family transporter","Pseudomonas putida KT2440 (TIGR)","GO:0055085","transmembrane transport","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00083","PMID:24451626"
"PP_0058","PP_0058","1-acyl-sn-glycerol-3-phosphate acyltransferase","Pseudomonas putida KT2440 (TIGR)","GO:0016746","transferase activity, transferring acyl groups","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF01553","PMID:24451626"
"PP_0058","PP_0058","1-acyl-sn-glycerol-3-phosphate acyltransferase","Pseudomonas putida KT2440 (TIGR)","GO:0016746","acyltransferase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF01553","PMID:24451626"
"PP_0059","gmhB","D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase","Pseudomonas putida KT2440 (TIGR)","GO:0016791","phosphatase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:TIGR01656","PMID:24451626"
"PP_0059","gmhB","D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase","Pseudomonas putida KT2440 (TIGR)","GO:0005975","carbohydrate metabolic process","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PIRSF004682","PMID:24451626"
"PP_0060","glyS","glycine-tRNA ligase subunit beta","Pseudomonas putida KT2440 (TIGR)","GO:0000166","nucleotide binding","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF02092","PMID:24451626"
"PP_0060","glyS","glycine-tRNA ligase subunit beta","Pseudomonas putida KT2440 (TIGR)","GO:0004820","glycine-tRNA ligase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF02092","PMID:24451626"
"PP_0060","glyS","glycine-tRNA ligase subunit beta","Pseudomonas putida KT2440 (TIGR)","GO:0005524","ATP binding","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF02092","PMID:24451626"
"PP_0060","glyS","glycine-tRNA ligase subunit beta","Pseudomonas putida KT2440 (TIGR)","GO:0005737","cytoplasm","cellular_component","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF02092","PMID:24451626"
"PP_0060","glyS","glycine-tRNA ligase subunit beta","Pseudomonas putida KT2440 (TIGR)","GO:0006426","glycyl-tRNA aminoacylation","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF02092","PMID:24451626"
"PP_0060","glyS","glycine-tRNA ligase subunit beta","Pseudomonas putida KT2440 (TIGR)","GO:0004814","arginine-tRNA ligase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF05746","PMID:24451626"
"PP_0060","glyS","glycine-tRNA ligase subunit beta","Pseudomonas putida KT2440 (TIGR)","GO:0006420","arginyl-tRNA aminoacylation","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF05746","PMID:24451626"
"PP_0061","glyQ","glycine-tRNA ligase subunit alpha","Pseudomonas putida KT2440 (TIGR)","GO:0000166","nucleotide binding","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PTHR30075","PMID:24451626"
"PP_0061","glyQ","glycine-tRNA ligase subunit alpha","Pseudomonas putida KT2440 (TIGR)","GO:0004820","glycine-tRNA ligase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PTHR30075","PMID:24451626"
"PP_0061","glyQ","glycine-tRNA ligase subunit alpha","Pseudomonas putida KT2440 (TIGR)","GO:0005524","ATP binding","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PTHR30075","PMID:24451626"
"PP_0061","glyQ","glycine-tRNA ligase subunit alpha","Pseudomonas putida KT2440 (TIGR)","GO:0005737","cytoplasm","cellular_component","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PTHR30075","PMID:24451626"
"PP_0061","glyQ","glycine-tRNA ligase subunit alpha","Pseudomonas putida KT2440 (TIGR)","GO:0006426","glycyl-tRNA aminoacylation","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PTHR30075","PMID:24451626"
"PP_0062","tag","3-methyl-adenine DNA glycosylase I","Pseudomonas putida KT2440 (TIGR)","GO:0006284","base-excision repair","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF03352","PMID:24451626"
"PP_0062","tag","3-methyl-adenine DNA glycosylase I","Pseudomonas putida KT2440 (TIGR)","GO:0008725","DNA-3-methyladenine glycosylase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF03352","PMID:24451626"
"PP_0062","tag","3-methyl-adenine DNA glycosylase I","Pseudomonas putida KT2440 (TIGR)","GO:0003824","catalytic activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:SSF48150","PMID:24451626"
"PP_0062","tag","3-methyl-adenine DNA glycosylase I","Pseudomonas putida KT2440 (TIGR)","GO:0006281","DNA repair","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:SSF48150","PMID:24451626"
"PP_0063","PP_0063","lipid A biosynthesis lauroyl acyltransferase","Pseudomonas putida KT2440 (TIGR)","GO:0016020","membrane","cellular_component","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:cd07984","PMID:24451626"
"PP_0063","PP_0063","lipid A biosynthesis lauroyl acyltransferase","Pseudomonas putida KT2440 (TIGR)","GO:0016740","transferase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:cd07984","PMID:24451626"
"PP_0064","PP_0064","hypothetical protein","Pseudomonas putida KT2440 (TIGR)","GO:0005515","protein binding","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:SSF48452","PMID:24451626"
"PP_0065","trkA","TrK potassium transporter NAD-binding protein","Pseudomonas putida KT2440 (TIGR)","GO:0006813","potassium ion transport","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:G3DSA:3.30.70.1450","PMID:24451626"
"PP_0065","trkA","TrK potassium transporter NAD-binding protein","Pseudomonas putida KT2440 (TIGR)","GO:0005886","plasma membrane","cellular_component","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PR00335","PMID:24451626"
"PP_0065","trkA","TrK potassium transporter NAD-binding protein","Pseudomonas putida KT2440 (TIGR)","GO:0015079","potassium ion transmembrane transporter activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PR00335","PMID:24451626"
"PP_0065","trkA","TrK potassium transporter NAD-binding protein","Pseudomonas putida KT2440 (TIGR)","GO:0008324","cation transmembrane transporter activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF02080","PMID:24451626"
"PP_0065","trkA","TrK potassium transporter NAD-binding protein","Pseudomonas putida KT2440 (TIGR)","GO:0008324","monoatomic cation transmembrane transporter activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF02080","PMID:24451626"
"PP_0066","rsmB","ribosomal RNA small subunit methyltransferase B","Pseudomonas putida KT2440 (TIGR)","GO:0006364","rRNA processing","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:TIGR00563","PMID:24451626"
"PP_0066","rsmB","ribosomal RNA small subunit methyltransferase B","Pseudomonas putida KT2440 (TIGR)","GO:0008649","rRNA methyltransferase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:TIGR00563","PMID:24451626"
"PP_0066","rsmB","ribosomal RNA small subunit methyltransferase B","Pseudomonas putida KT2440 (TIGR)","GO:0008168","methyltransferase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF01189","PMID:24451626"
"PP_0066","rsmB","ribosomal RNA small subunit methyltransferase B","Pseudomonas putida KT2440 (TIGR)","GO:0008757","S-adenosylmethionine-dependent methyltransferase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:SSF53335","PMID:24451626"
"PP_0066","rsmB","ribosomal RNA small subunit methyltransferase B","Pseudomonas putida KT2440 (TIGR)","GO:0001510","RNA methylation","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PR02008","PMID:24451626"
"PP_0066","rsmB","ribosomal RNA small subunit methyltransferase B","Pseudomonas putida KT2440 (TIGR)","GO:0003723","RNA binding","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF01029","PMID:24451626"
"PP_0066","rsmB","ribosomal RNA small subunit methyltransferase B","Pseudomonas putida KT2440 (TIGR)","GO:0006355","regulation of transcription, DNA-templated","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF01029","PMID:24451626"
"PP_0066","rsmB","ribosomal RNA small subunit methyltransferase B","Pseudomonas putida KT2440 (TIGR)","GO:0006355","regulation of DNA-templated transcription","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF01029","PMID:24451626"
"PP_0067","fmt","methionyl-tRNA formyltransferase","Pseudomonas putida KT2440 (TIGR)","GO:0004479","methionyl-tRNA formyltransferase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:MF_00182","PMID:24451626"
"PP_0067","fmt","methionyl-tRNA formyltransferase","Pseudomonas putida KT2440 (TIGR)","GO:0071951","conversion of methionyl-tRNA to N-formyl-methionyl-tRNA","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:MF_00182","PMID:24451626"
"PP_0067","fmt","methionyl-tRNA formyltransferase","Pseudomonas putida KT2440 (TIGR)","GO:0009058","biosynthetic process","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF02911","PMID:24451626"
"PP_0067","fmt","methionyl-tRNA formyltransferase","Pseudomonas putida KT2440 (TIGR)","GO:0003824","catalytic activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:SSF50486","PMID:24451626"
"PP_0068","def-I","peptide deformylase","Pseudomonas putida KT2440 (TIGR)","GO:0042586","peptide deformylase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PTHR10458","PMID:24451626"
"PP_0069","PP_0069","rossmann fold nucleotide-binding protein","Pseudomonas putida KT2440 (TIGR)","GO:0009294","DNA mediated transformation","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF02481","PMID:24451626"
"PP_0069","PP_0069","rossmann fold nucleotide-binding protein","Pseudomonas putida KT2440 (TIGR)","GO:0009294","DNA-mediated transformation","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF02481","PMID:24451626"
